caseid,task,start_timestamp,end_timestamp,resource
45,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
45,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
45,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
45,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
45,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
45,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
45,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
45,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
46,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
46,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
46,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
46,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
47,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
47,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
47,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
47,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
47,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
47,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
48,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
48,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
48,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
48,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
48,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
48,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
48,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
48,Validacion final,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
48,Visto Bueno Cierre Proceso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
48,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
49,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
49,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
49,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
49,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
49,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
49,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
50,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
50,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
50,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
50,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
50,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
50,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
50,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
50,Validar solicitud / pre-homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
50,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
51,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
51,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
51,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
51,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
51,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
51,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
52,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
52,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
52,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
52,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
52,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
52,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
52,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
52,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
53,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
53,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
53,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
54,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
54,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
54,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
54,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
54,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
54,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
55,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
55,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
55,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
55,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
55,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
55,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
55,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
55,Validacion final,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
55,Visto Bueno Cierre Proceso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
55,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
56,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
56,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
56,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
56,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
56,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
56,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,Validar solicitud / pre-homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
57,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
58,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
58,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
58,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
58,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
58,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
58,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
59,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
59,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
59,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
59,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
59,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
60,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
60,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
60,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
60,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
60,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
60,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
60,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
60,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
60,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
60,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
61,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
61,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
61,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
61,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
61,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
61,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
61,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
62,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
62,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
62,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
62,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
62,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
62,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
62,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
62,Validar solicitud / pre-homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
62,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
63,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
63,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
63,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
63,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
63,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
63,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
64,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
64,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
64,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
64,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
64,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
64,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
64,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
64,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
64,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
64,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
65,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
65,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
65,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
65,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
65,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
65,Recepcion de documentos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
65,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
65,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
66,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
66,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
66,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
66,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
66,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
66,Validacion final,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
66,Visto Bueno Cierre Proceso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
66,Transferir Creditos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
66,Transferir creditos homologables,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
66,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
67,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
67,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
67,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
67,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
67,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
67,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
67,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
67,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
67,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
67,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
68,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
69,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
69,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
69,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
69,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
69,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
69,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
69,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
69,Validar solicitud / pre-homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
69,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
69,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
70,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
70,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
70,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
70,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
70,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
70,Validacion final,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
70,Visto Bueno Cierre Proceso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
70,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
71,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
71,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
71,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
71,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
71,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
71,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
72,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
72,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
72,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
72,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
72,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
72,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
73,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
73,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
73,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
73,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
73,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
73,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
73,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
73,Validacion final,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
73,Visto Bueno Cierre Proceso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
73,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Validacion final,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Visto Bueno Cierre Proceso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Transferir Creditos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Transferir creditos homologables,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Validar solicitud / pre-homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Avanzar recepcion documentos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Validacion final,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,Visto Bueno Cierre Proceso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
74,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
75,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
75,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
75,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
75,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
75,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
75,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
76,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
76,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
76,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
76,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
76,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
77,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
77,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
77,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
77,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
78,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
78,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
78,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
78,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
78,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
78,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
79,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
79,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
79,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
79,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
79,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
79,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
80,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
80,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
80,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
80,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
80,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
80,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
81,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
81,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
81,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
81,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
81,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
81,Homologacion por grupo de cursos,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
81,Revisar curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
81,Evaluacion curso,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
81,Validar solicitud / pre-homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
81,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
82,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
82,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
82,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
82,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
82,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
82,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
83,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
83,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
83,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
83,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
83,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
84,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
84,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
84,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
84,Cancelar Solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
84,Notificacion estudiante cancelacion soli,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
84,End,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
85,Start,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
85,Traer informacion estudiante - banner,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
85,Radicar Solicitud Homologacion,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
85,Validar solicitud,2012-03-13 07:00:00,2012-03-13 07:00:00,SYSTEM
